Folder|Original|Commons
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo_-_DecArch_2-83.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo_-_DecArch_2-84.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo_-_DecArch_2-85.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo_-_DecArch_2-86.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-87.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-88.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-89.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-90.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-91.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-92.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-93.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-94.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-95.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-96.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-97.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-98.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-99.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_museo|Damasco._Museo._-_DecArch_2-100.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-101.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._.._-_DecArch_2-102.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-103.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-104.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-105.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea_-_DecArch_2-106.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-107.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-108.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea_-_DecArch_2-109.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-110.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-111.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-112.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-113.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-114.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-115.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-116.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-117.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-118.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-119.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-120.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-121.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-122.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._,_-_DecArch_2-123.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ebla|Ebla._-_DecArch_2-124.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-125.JPG
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ebla|Ebla._-_DecArch_2-126.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-127.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ebla|Ebla._-_DecArch_2-128.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-129.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ebla|Ebla._-_DecArch_2-130.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-131.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ain Dara|Tempio_ittita_di_Ain_Dara._-_DecArch_2-132.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-133.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ain Dara|Tempio_ittita_di_Ain_Dara._-_DecArch_2-134.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ain Dara|Ain_Dara._-_DecArch_2-135.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-136.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Ain Dara|Ain_Dara._-_DecArch_2-137.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-138.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-139.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._-_DecArch_2-140.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-141.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Chiesa_esterna._-_DecArch_2-142.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-143.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Chiesa_esterna._-_DecArch_2-144.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-145.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Chiesa_esterna._Portale_sul_fianco._-_DecArch_2-146.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-147.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Chiesa_esterna._-_DecArch_2-148.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|149_Apamea._Alfa_31._-_DecArch_2-149.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Chiesa_esterna._Portale_sul_fianco._-_DecArch_2-150.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-151.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Porta_ingresso._-_DecArch_2-152.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-153.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Porta_ingresso._-_DecArch_2-154.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-155.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Porta_ingresso._-_DecArch_2-156.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-157.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._-_DecArch_2-158.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-159.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Facciata_ingresso._-_DecArch_2-160.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea_maggio_-_DecArch_2-161.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Facciata_ingresso._-_DecArch_2-162.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-163.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Facciata_ingresso._-_DecArch_2-164.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._-_DecArch_2-165.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Facciata_ingresso._-_DecArch_2-166.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-167.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_San_Simeone._Facciata_ingresso._-_DecArch_2-168.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-169.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Nartece_della_facciata.20_marzo_-_DecArch_2-170.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-171.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Nartece._-_DecArch_2-172.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-173.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Nartece._-_DecArch_2-174.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium_-_DecArch_2-175.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Nartece_sopra_il_portale._-_DecArch_2-176.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-177.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._nartece_finestra_laterale._-_DecArch_2-178.JPG
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-179.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Ottagono_centrale._-_DecArch_2-180.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-181.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Ottagono_centrale._-_DecArch_2-182.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._._-_DecArch_2-183.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Ottagono_centrale._-_DecArch_2-184.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Apamea|Apamea._Antiquarium._-_DecArch_2-185.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Esterno_bas._dx._6_bas._centr._._-_DecArch_2-186.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco_Bab Sharki|Damasco._Bab_Sharki_(porta)._-_DecArch_2-187.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Esterno_giunzione_tra_bas._dx._e_bas._centr._-_DecArch_2-188.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco|Damasco_presso_arco_romano._-_DecArch_2-189.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Decorazione_abside_esterna_ottagono_centrale._-_DecArch_2-190.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco|Damasco._Arco_romano._-_DecArch_2-191.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Esterno_abside_basilica_dx._-_DecArch_2-192.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco|Damasco._Arco_romano._-_DecArch_2-193.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._1°ordine_decorazione_esterna_abside_basilica_dx._-_DecArch_2-194.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco|Damasco._Temenos_T._di_Zeus_(forse)_V._N._28._-_DecArch_2-195.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Basilica_dx._-_DecArch_2-196.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco|Damasco._Temenos_T._di_Zeus_(forse)_V._N._28._-_DecArch_2-197.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Abside_basilica_destra._-_DecArch_2-198.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Damasco|Damasco._Temenos_T._di_Zeus_(forse)._Retro_Moschea._-_DecArch_2-199.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|San_Simeone._Abside_basilica_dx._-_DecArch_2-200.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-201.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-202.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-203.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-204.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-205.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-206.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-207.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._Decorazioni_absidi_laterali_(forse)._-_DecArch_2-208.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._Decorazioni_absidi_laterali_(forse)._-_DecArch_2-209.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._Decorazione_absidie._-_DecArch_2-210.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_sud._-_DecArch_2-211.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-212.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion._-_DecArch_2-213.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._-_DecArch_2-214.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrale._-_DecArch_2-215.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._-_DecArch_2-216.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._-_DecArch_2-217.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._-_DecArch_2-218.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._-_DecArch_2-219.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._-_DecArch_2-220.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Porta_nord._Via_colonnata._-_DecArch_2-221.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_Rafasa|Rasafa_Sergiopolis._Mura_lato_sud_e_angolo_s-w_dall'interno._-_DecArch_2-222.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Mura_lato_ovest_dal_martirion._-_DecArch_2-223.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Cisterna_s.w._-_DecArch_2-224.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Mura_lato_nord_e_martirion._-_DecArch_2-225.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Mura_lato_nord_dalla_basilica_centrale._-_DecArch_2-226.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._la_città_da_sud_est._-_DecArch_2-227.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-228.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-229.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-230.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-231.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-232.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-233.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-234.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-235.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-236.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-237.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-238.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-239.JPG
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-240.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-241.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-242.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo.j_-_DecArch_2-243.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-244.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo_museo|Aleppo._Museo._-_DecArch_2-245.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|S._Simeone._Battistero._-_DecArch_2-246.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_di_S._Simeone._-_DecArch_2-247.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_di_S._Simeone._-_DecArch_2-248.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_di_S._Simeone._-_DecArch_2-249.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_di_S._Simeone._-_DecArch_2-250.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Aleppo|Santuario_di_S._Simeone._Abside_basilica_dx._-_DecArch_2-251.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._Cattedrale._-_DecArch_2-252.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._Cattedrale._-_DecArch_2-253.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._Cattedrale._-_DecArch_2-254.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._Cattedrale._Navata_dx._-_DecArch_2-255.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._cattedrale_navata_centrale._-_DecArch_2-256.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._cattedrale._-_DecArch_2-257.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._cattedrale._-_DecArch_2-258.jpg
